Collection,Organisation type,Organisation code,Organisation name,PHE Centre,STP,Region name,Year,Month,Metric,Figure,Data signed off,Data changed since last publication?
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,6,Hospital-onset,11,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,2,"Hospital-onset, healthcare associated",8,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,7,Hospital-onset,14,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,1,"Community-onset, community associated",28,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,3,Total cases,60,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2020,12,"Community-onset, community associated",33,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,10,Unknown 3 months,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2020,12,"Hospital-onset, healthcare associated",18,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,8,"Hospital-onset, healthcare associated",8,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,7,Total cases,93,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,9,Unknown 3 months,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,10,"Hospital-onset, healthcare associated",10,N/A,Yes
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,2,"Community-onset, community associated",52,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,4,Community-onset,43,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,6,"Community-onset, healthcare associated",11,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,1,Unknown 3 months,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,4,Hospital-onset,6,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2020,12,Community-onset,38,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,11,Unknown 3 months,0,N/A,N/A
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2020,11,Unknown 3 months,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2020,11,"Community-onset, healthcare associated",4,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,8,Community-onset,48,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,9,Community-onset,64,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,7,"Hospital-onset, healthcare associated",14,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,10,No information,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,4,"Community-onset, healthcare associated",3,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,7,Unknown 3 months,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2020,12,No information,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,10,"Community-onset, healthcare associated",7,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,11,Hospital-onset,17,N/A,N/A
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2020,11,"Hospital-onset, healthcare associated",11,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,3,No information,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,8,No information,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,7,"Community-onset, community associated",67,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,9,"Hospital-onset, healthcare associated",13,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,5,Unknown 3 months,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,4,No information,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,6,"Community-onset, community associated",50,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2020,11,Hospital-onset,11,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,7,Community-onset,79,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,5,Hospital-onset,16,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,4,"Community-onset, community associated",40,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,7,"Community-onset, healthcare associated",12,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,5,Community-onset,57,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,3,Community-onset,49,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,6,Total cases,72,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,4,Total cases,49,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,8,"Community-onset, community associated",39,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,1,"Hospital-onset, healthcare associated",11,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,9,"Community-onset, healthcare associated",11,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,6,Community-onset,61,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,11,"Hospital-onset, healthcare associated",17,N/A,N/A
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,11,No information,0,N/A,N/A
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,5,"Hospital-onset, healthcare associated",16,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,9,Hospital-onset,13,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,2,No information,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2020,11,Total cases,71,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,6,Unknown 3 months,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,3,Unknown 3 months,1,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,2,Unknown 3 months,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2020,11,"Community-onset, community associated",56,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,4,"Hospital-onset, healthcare associated",6,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,10,Hospital-onset,10,N/A,Yes
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,1,No information,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,3,"Community-onset, community associated",39,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,1,Total cases,49,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,2,Community-onset,63,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,1,Community-onset,38,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,9,Total cases,77,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,3,"Community-onset, healthcare associated",9,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,7,No information,0,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2020,12,"Community-onset, healthcare associated",5,N/A,No
E. coli,CCG,93C, North Central London,London,North London Partners in Health & Care (STP),London,2021,10,Community-onset,67,N/A,Yes
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,4,"Community-onset, community associated",20,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,6,"Hospital-onset, healthcare associated",2,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,9,"Hospital-onset, healthcare associated",5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,9,Community-onset,31,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,10,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,7,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,3,Total cases,24,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,12,"Hospital-onset, healthcare associated",6,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,2,Hospital-onset,4,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,8,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,9,"Community-onset, healthcare associated",5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,7,"Community-onset, community associated",29,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,11,Hospital-onset,9,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,9,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,12,Total cases,35,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,1,Community-onset,22,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,10,"Hospital-onset, healthcare associated",8,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,1,Hospital-onset,5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,8,Hospital-onset,9,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,11,"Community-onset, community associated",22,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,11,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,3,Community-onset,23,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,2,"Community-onset, healthcare associated",3,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,10,Total cases,31,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,7,Total cases,39,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,10,Hospital-onset,8,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,4,"Hospital-onset, healthcare associated",7,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,4,Hospital-onset,7,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,11,"Hospital-onset, healthcare associated",9,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,6,Community-onset,24,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,1,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,9,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,12,"Community-onset, community associated",27,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,1,Total cases,27,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,3,"Community-onset, healthcare associated",8,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,5,Community-onset,33,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,7,"Hospital-onset, healthcare associated",5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,2,"Community-onset, community associated",20,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,4,Community-onset,22,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,11,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,11,Total cases,39,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,8,"Community-onset, healthcare associated",5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,5,Hospital-onset,5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,4,Total cases,29,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,4,"Community-onset, healthcare associated",2,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,10,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,1,"Hospital-onset, healthcare associated",5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,11,"Hospital-onset, healthcare associated",8,N/A,N/A
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,3,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,2,Community-onset,23,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,9,"Community-onset, community associated",26,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,11,"Community-onset, healthcare associated",8,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,11,"Community-onset, community associated",23,N/A,N/A
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,7,Hospital-onset,5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,11,"Community-onset, healthcare associated",1,N/A,N/A
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,11,Unknown 3 months,0,N/A,N/A
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,10,Community-onset,23,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,1,"Community-onset, community associated",20,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,11,Community-onset,30,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,1,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,4,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,12,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,5,"Hospital-onset, healthcare associated",5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,6,Hospital-onset,2,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,12,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,8,Total cases,42,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,12,Hospital-onset,6,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,3,"Community-onset, community associated",15,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,10,"Community-onset, community associated",21,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,9,Hospital-onset,5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,8,"Community-onset, community associated",28,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,11,No information,0,N/A,N/A
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,6,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,8,"Hospital-onset, healthcare associated",9,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,2,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,9,Total cases,36,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,3,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,4,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,3,"Hospital-onset, healthcare associated",1,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,7,"Community-onset, healthcare associated",5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,2,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,2,"Hospital-onset, healthcare associated",4,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,5,Total cases,38,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,5,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,6,"Community-onset, community associated",19,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,5,"Community-onset, healthcare associated",6,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,11,Community-onset,24,N/A,N/A
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,1,"Community-onset, healthcare associated",2,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,7,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,11,Total cases,32,N/A,N/A
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,8,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,6,"Community-onset, healthcare associated",5,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,5,"Community-onset, community associated",27,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,12,Community-onset,29,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,5,No information,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,6,Unknown 3 months,0,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2020,12,"Community-onset, healthcare associated",2,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,2,Total cases,27,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,6,Total cases,26,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,11,Hospital-onset,8,N/A,N/A
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,3,Hospital-onset,1,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,10,"Community-onset, healthcare associated",2,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,8,Community-onset,33,N/A,No
E. coli,CCG,97R, East Sussex,South East,Sussex Health and Care Partnership STP,South East,2021,7,Community-onset,34,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,1,"Community-onset, community associated",18,N/A,Yes
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,10,Community-onset,21,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,3,Total cases,42,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,8,Unknown 3 months,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,7,No information,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,2,Hospital-onset,5,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,5,"Hospital-onset, healthcare associated",6,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,11,Total cases,32,N/A,N/A
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2020,12,Hospital-onset,5,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,9,Community-onset,24,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2020,11,"Hospital-onset, healthcare associated",7,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,3,Unknown 3 months,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,11,"Community-onset, healthcare associated",5,N/A,N/A
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2020,12,Unknown 3 months,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,11,Unknown 3 months,0,N/A,N/A
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,6,Unknown 3 months,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2020,11,"Community-onset, healthcare associated",5,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,9,"Community-onset, community associated",20,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,1,"Hospital-onset, healthcare associated",5,N/A,Yes
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,7,"Hospital-onset, healthcare associated",4,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2020,11,Total cases,35,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,4,No information,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,6,"Community-onset, healthcare associated",6,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2020,12,"Hospital-onset, healthcare associated",5,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,7,Hospital-onset,4,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,3,Community-onset,33,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,11,No information,0,N/A,N/A
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,8,Total cases,39,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,10,Total cases,28,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,8,Community-onset,34,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,4,"Community-onset, healthcare associated",3,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,5,"Community-onset, community associated",21,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,3,"Community-onset, community associated",27,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,11,"Community-onset, community associated",22,N/A,N/A
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,5,No information,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,9,Total cases,32,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,1,Community-onset,21,N/A,Yes
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2020,11,"Community-onset, community associated",23,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,4,Hospital-onset,7,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,2,Unknown 3 months,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,10,Unknown 3 months,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,10,"Community-onset, community associated",14,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,7,Unknown 3 months,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,6,Total cases,37,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,7,Total cases,39,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,10,"Community-onset, healthcare associated",7,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,2,Community-onset,27,N/A,Yes
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,6,"Community-onset, community associated",21,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2020,11,Unknown 3 months,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,2,No information,0,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,10,Hospital-onset,7,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,4,Total cases,25,N/A,No
E. coli,CCG,99A, Liverpool,North West,Cheshire and Merseyside STP,North West,2021,6,"Hospital-onset, healthcare associated",10,N/A,No
